index,x,y,z,yaw,pitch,roll,latitude,longitude,altitude,segment_distance_m,distance_traveled_m
186,-712.471557617188,-741.646301269531,0,337.837285995483,0,180,39.6818844776401,-75.7563712466505,0,0.200037023723502,36.8691918050136
187,-712.286193847656,-741.721740722656,0,337.839931488037,0,180,39.6818837998905,-75.756369082788,0,0.200127054999152,37.0693188600128
188,-712.100891113281,-741.797241210938,0,337.842555999756,0,180,39.6818831215926,-75.7563669196381,0,0.200093545866824,37.2694124058796
189,-711.91552734375,-741.872680664063,0,337.84515953064,0,180,39.6818824438431,-75.7563647557756,0,0.200127054999152,37.4695394608787
190,-711.730285644531,-741.948120117188,0,337.847743988037,0,180,39.6818817660935,-75.7563625933381,0,0.200013995053468,37.6695534559322
191,-711.544921875,-742.023559570313,0,337.850309371948,0,180,39.681881088344,-75.7563604294757,0,0.200127054999152,37.8696805109314
192,-711.359619140625,-742.099060058594,0,337.852855682373,0,180,39.6818804100461,-75.7563582663257,0,0.200093545866824,38.0697740567982
193,-711.17431640625,-742.174438476563,0,337.855382919312,0,180,39.6818797328448,-75.7563561031757,0,0.200047517511024,38.2698215743092
194,-710.988952636719,-742.249877929688,0,337.857889175415,0,180,39.6818790550953,-75.7563539393133,0,0.200127054999152,38.4699486293083
195,-710.8037109375,-742.325256347656,0,337.860374450684,0,180,39.681878377894,-75.7563517768758,0,0.199990982359009,38.6699396116674
196,-710.618347167969,-742.400634765625,0,337.862842559814,0,180,39.6818777006928,-75.7563496130134,0,0.200104055306998,38.8700436669744
197,-710.433044433594,-742.47607421875,0,337.865291595459,0,180,39.6818770229432,-75.7563474498634,0,0.200070523702646,39.070114190677
198,-710.247680664063,-742.551391601563,0,337.867719650269,0,180,39.6818763462902,-75.7563452860009,0,0.200081071589891,39.2701952622669
199,-710.062316894531,-742.626831054688,0,337.870126724243,0,180,39.6818756685406,-75.7563431221385,0,0.200127054999152,39.470322317266
200,-709.876953125,-742.7021484375,0,337.87251663208,0,180,39.6818749918877,-75.756340958276,0,0.200081071589891,39.6704033888559
201,-709.691650390625,-742.777526855469,0,337.874885559082,0,180,39.6818743146864,-75.756338795126,0,0.200047517511024,39.870450906367
202,-709.506286621094,-742.852844238281,0,337.877235412598,0,180,39.6818736380334,-75.7563366312636,0,0.200081071589891,40.0705319779569
203,-709.320983886719,-742.92822265625,0,337.879564285278,0,180,39.6818729608322,-75.7563344681136,0,0.200047517511024,40.2705794954679
204,-709.135620117188,-743.003601074219,0,337.881874084473,0,180,39.6818722836309,-75.7563323042511,0,0.200104055306998,40.4706835507749
205,-708.950317382813,-743.078918457031,0,337.884166717529,0,180,39.6818716069779,-75.7563301411012,0,0.20002452729747,40.6707080780723
206,-708.764953613281,-743.154174804688,0,337.886436462402,0,180,39.6818709308732,-75.7563279772387,0,0.200058103853337,40.8707661819257
